Reference;Name;Category;Short description;Size;Color;Structure;Price/UAH;Price/RUB;Price/USD;URL;Images;
PL-1566D;Платье "Pauline" PL-1566D;Платья;Длина по спинке - 87 смДлина рукава - 62 смНа груди вышивка в виде пчелы;42,44,46,48;пудра;ангора;222;625;10.65;https://niko-opt.com/platya/1881-plate-pauline-pl-1566d.html;http://niko-opt.com/6653-large_default/plate-pauline-pl-1566d.jpg,http://niko-opt.com/6654-large_default/plate-pauline-pl-1566d.jpg;
PL-1566E;Платье "Pauline" PL-1566E;Платья;Длина по спинке - 87 смДлина рукава - 62 смНа груди вышивка в виде пчелы;44,46,48;марсала;ангора;222;625;10.65;https://niko-opt.com/platya/1883-plate-pauline-pl-1566e.html;http://niko-opt.com/6665-large_default/plate-pauline-pl-1566e.jpg,http://niko-opt.com/6666-large_default/plate-pauline-pl-1566e.jpg;
PL-1638A;Платье "Princess" PL-1638A;Платья;Длина по спинке - 90 см Воротник стойка, по полочке на груди два накладных кармана, планка на пуговицах.;42,44,46,48;ярко-розовый;шифон;359;968;16.61;https://niko-opt.com/platya/2080-plate-princess-pl-1638a.html;http://niko-opt.com/7276-large_default/plate-princess-pl-1638a.jpg,;
PL-1638B;Платье "Princess" PL-1638B;Платья;;42,44,46,48;ментол;шифон;359;968;16.61;https://niko-opt.com/platya/2074-plate-princess-pl-1638b.html;http://niko-opt.com/7254-large_default/plate-princess-pl-1638b.jpg,;
PL-1638C;Платье "Princess" PL-1638C;Платья;;42,44,46,48;персик;шифон;359;968;16.61;https://niko-opt.com/platya/2075-plate-princess-pl-1638c.html;http://niko-opt.com/7256-large_default/plate-princess-pl-1638c.jpg,;
PL-1638D;Платье "Princess" PL-1638D;Платья;;42,44,46,48;голубой;шифон;359;968;16.61;https://niko-opt.com/platya/2076-plate-princess-pl-1638d.html;http://niko-opt.com/7258-large_default/plate-princess-pl-1638d.jpg,;
PL-1638E;Платье "Princess" PL-1638E;Платья;Летнее платье Princess без рукавов из легкого шифона черного цвета. Модель свободного покроя на пуговицах выполненная в романтическом стиле. На груди платья декоративные накладные карманы. Воротник-мандарин в виде небольшой стоечки. Платье средней длины по колено. Длина по спинке: 90 см.;42,44,46,48;черный;шифон;359;968;16.61;https://niko-opt.com/platya/2082-plate-princess-pl-1638e.html;http://niko-opt.com/7285-large_default/plate-princess-pl-1638e.jpg,;
PL-1638F;Платье "Princess" PL-1638F;Платья;Длина по спинке - 90 см Воротник стойка, по полочке на груди два накладных кармана, планка на пуговицах.;42,44,46,48;ярко-голубой;шифон;359;968;16.61;https://niko-opt.com/platya/2081-plate-princess-pl-1638f.html;http://niko-opt.com/7281-large_default/plate-princess-pl-1638f.jpg,;
PL-1317A;Платье "Tail" PL-1317A;Платья;Красивое красное платье "Tail" выполнено из креп-шифона, ткань непрозрачная, и в то же время легкая и мягкая. Ткань отлично впитывает влагу и пропускает воздух, поэтому летом в таком платье вам не будет жарко. Модель с коротким рукавом, веред платья короче, чем сзади, и такая асимметрия делает модель интересной и уникальной. Ткань прекрасно драпируется, идеально ложась по фигуре и подчеркивая соблазнительные изгибы тела. Быть стильной просто — в новом платье "Tail".Длина платья: спереди 76 см, по спинке 96 см, рукав 18 см.;42,44,46,48;красный;креп-шифон;185;533;9.04;https://niko-opt.com/platya/801-plate-tail-pl-1317a.html;http://niko-opt.com/3632-large_default/plate-tail-pl-1317a.jpg,http://niko-opt.com/3633-large_default/plate-tail-pl-1317a.jpg;
PL-1317B;Платье "Tail" PL-1317B;Платья;Красивое платье "Tail" цвета изумруда поможет вам стать яркой и уверенной в себе. Модель выполнена из креп-шифона, от отлично пропускает воздух и легко впитывает и испаряет влагу, так что проблем с уходом не будет. Кроме того, на ткани не появляются катышки, цвет всегда останется таким же ярким и не выгорит на солнце, а модель с удлиненным низом сзади и коротким передом подчеркнет ваши стройные ножки. Побалуйте себя новым красивым платьем "Tail"!Длина платья: спереди 76 см, по спинке 96 см, рукав 18 см.;42,44,46,48;изумрудный;креп-шифон;185;533;9.04;https://niko-opt.com/platya/802-plate-tail-pl-1317b.html;http://niko-opt.com/3635-large_default/plate-tail-pl-1317b.jpg,http://niko-opt.com/3636-large_default/plate-tail-pl-1317b.jpg;
PL-1317C;Платье "Tail" PL-1317C;Платья;Изысканное и утонченное платье "Tail" подчеркнет соблазнительные изгибы вашего тела и окунет вас в мир удовольствия и наслаждения, так как вы будете ловить на себе взгляды окружающих. Материал — креп-шифон, непрозрачный и мягкий, он приятный на ощупь и хорошо драпируется, ложась мягкими волнами. Короткий рукав, длинна переда — до колена, откроет миру ваши стройные ноги и соблазнит всех парней. За платьем легко ухаживать. не требуется особых усилий, и это так же огромный плюс!Длина платья: спереди 76 см, по спинке: 96 см, рукав 18 см.;42,44,46,48;черный;креп-шифон;185;533;9.04;https://niko-opt.com/platya/800-plate-tail-pl-1317c.html;http://niko-opt.com/3626-large_default/plate-tail-pl-1317c.jpg,http://niko-opt.com/3627-large_default/plate-tail-pl-1317c.jpg;
PL-1317D;Платье "Tail" PL-1317D;Платья;Стильное и модное платье "Tail" — лучший вариант для лета. Яркая модель по достоинству зайдет главное место в вашем гардеробе и станет вашей любимицей. Благодаря короткому переду вы сможете выставить на обозрение ваши стройные ножки, обратив на себя внимание мужчин и завистливые взгляды женщин. Материал — креп-шифон цвета электрик, мягкий и нежный, легко пропускает воздух, поэтому в жаркую погоду вы все равно будете чувствовать себя комфортно. Стильное, модное, неповторимое — платье "Tail".Длина платья:перед 76 см, спинка 96 см, рукава 18 см.;42,44,46,48;электрик;креп-шифон;185;533;9.04;https://niko-opt.com/platya/799-plate-tail-pl-1317d.html;http://niko-opt.com/3629-large_default/plate-tail-pl-1317d.jpg,http://niko-opt.com/3630-large_default/plate-tail-pl-1317d.jpg;
PL-1317E;Платье "Tail" PL-1317E;Платья;Свободное, непринужденное платье "Tail" красивого бордового цвета. Модель силуэта-трапеция со шлейфом сзади. Имеет короткие рукава. Вырез горловины - лодочка. Используя правильные аксессуары и обувь вы сможете создать образ для любого случая жизни. Длина платья: спереди: 76 см                      по спинке: 96 смДлина рукава: 18 см;42,44,48,46;бордовый;креп-шифон;185;533;9.04;https://niko-opt.com/platya/867-plate-tail-pl-1317e.html;http://niko-opt.com/3812-large_default/plate-tail-pl-1317e.jpg,http://niko-opt.com/3813-large_default/plate-tail-pl-1317e.jpg;
PL-1573A;Платье "Teresa" PL-1573A;Платья;Длина по спинке - 89 смДлина рукава - 66 смВоротник отложной ассиметричный.;42,44,46,48;серый;джерси;318;865;14.83;https://niko-opt.com/platya/1866-plate-teresa-pl-1573a.html;http://niko-opt.com/6726-large_default/plate-teresa-pl-1573a.jpg,;
PL-1573B;Платье "Teresa" PL-1573B;Платья;Длина по спинке - 89 смДлина рукава - 66 смВоротник отложной ассиметричный.;42,44,46,48;светлый джинс;джерси;318;865;14.83;https://niko-opt.com/platya/1867-plate-teresa-pl-1573b.html;http://niko-opt.com/6720-large_default/plate-teresa-pl-1573b.jpg,;
PL-1573C;Платье "Teresa" PL-1573C;Платья;Длина по спинке - 89 смДлина рукава - 66 смВоротник отложной ассиметричный.;42,44,48;пудра;джерси;318;865;14.83;https://niko-opt.com/platya/1868-plate-teresa-pl-1573c.html;http://niko-opt.com/6722-large_default/plate-teresa-pl-1573c.jpg,;
PL-1573D;Платье "Teresa" PL-1573D;Платья;Длина по спинке - 89 смДлина рукава - 66 смВоротник отложной ассиметричный.;42,44;темный джинс;джерси;318;865;14.83;https://niko-opt.com/platya/1869-plate-teresa-pl-1573d.html;http://niko-opt.com/6723-large_default/plate-teresa-pl-1573d.jpg,;
PL-1541A;Платье "Tiffany" PL-1541A;Платья;Рост модели - 170 смДлина по спинке - 105 смДлина рукава - 64 см;42,44,46,48;абстракция;трикотаж рубчик;249;693;11.83;https://niko-opt.com/platya/1744-plate-tiffany-pl-1541a.html;http://niko-opt.com/6077-large_default/plate-tiffany-pl-1541a.jpg,http://niko-opt.com/6080-large_default/plate-tiffany-pl-1541a.jpg;
PL-1541B;Платье "Tiffany" PL-1541B;Платья;Рост модели - 170 смДлина по спинке - 105 смДлина рукава - 64 см;46,48;звезды;трикотаж рубчик;249;693;11.83;https://niko-opt.com/platya/1745-plate-tiffany-pl-1541b.html;http://niko-opt.com/6085-large_default/plate-tiffany-pl-1541b.jpg,http://niko-opt.com/6086-large_default/plate-tiffany-pl-1541b.jpg;
PL-1541C;Платье "Tiffany" PL-1541C;Платья;Рост модели - 170 смДлина по спинке - 105 смДлина рукава - 64 см;42,44,46,48;черные розы;трикотаж рубчик;249;693;11.83;https://niko-opt.com/platya/1746-plate-tiffany-pl-1541c.html;http://niko-opt.com/6091-large_default/plate-tiffany-pl-1541c.jpg,http://niko-opt.com/6092-large_default/plate-tiffany-pl-1541c.jpg;
PL-1541D;Платье "Tiffany" PL-1541D;Платья;Рост модели - 170 смДлина по спинке - 105 смДлина рукава - 64 см;42,44,46,48;синие розы;трикотаж рубчик;249;693;11.83;https://niko-opt.com/platya/1747-plate-tiffany-pl-1541d.html;http://niko-opt.com/6097-large_default/plate-tiffany-pl-1541d.jpg,http://niko-opt.com/6098-large_default/plate-tiffany-pl-1541d.jpg;
PL-1542A;Платье "Trinity" PL-1542A;Платья;Рост модели - 170 смДлина по спинке - 86 смДлина по переду - 62 смДлина рукава - 63 см;42,44,46,48;красный+черный;французский трикотаж;313;853;14.61;https://niko-opt.com/platya/1729-plate-trinity-pl-1542a.html;http://niko-opt.com/6000-large_default/plate-trinity-pl-1542a.jpg,http://niko-opt.com/6001-large_default/plate-trinity-pl-1542a.jpg;
PL-1542C;Платье "Trinity" PL-1542C;Платья;Рост модели - 170 смДлина по спинке - 86 смДлина по переду - 62 смДлина рукава - 63 см;42,44,46,48;бежевый+черный;французский трикотаж;313;853;14.61;https://niko-opt.com/platya/1732-plate-trinity-pl-1542c.html;http://niko-opt.com/6012-large_default/plate-trinity-pl-1542c.jpg,http://niko-opt.com/6013-large_default/plate-trinity-pl-1542c.jpg;
PL-1542D;Платье "Trinity" PL-1542D;Платья;Рост модели - 170 смДлина по спинке - 86 смДлина по переду - 62 смДлина рукава - 63 см;42,44,46,48;персиковый+черный;французский трикотаж;313;853;14.61;https://niko-opt.com/platya/1733-plate-trinity-pl-1542d.html;http://niko-opt.com/6018-large_default/plate-trinity-pl-1542d.jpg,http://niko-opt.com/6019-large_default/plate-trinity-pl-1542d.jpg;
PL-1621A;Платье "Valencia" PL-1621A;Платья;Длина платья - 85 см Длина рукава - 59 см По спинке потайная молния - 50 см;42,44,46,48;красный;джерси;299;818;14;https://niko-opt.com/platya/1987-plate-valencia-pl-1621a.html;http://niko-opt.com/7004-large_default/plate-valencia-pl-1621a.jpg,http://niko-opt.com/7005-large_default/plate-valencia-pl-1621a.jpg;
PL-1621B;Платье "Valencia" PL-1621B;Платья;Длина платья - 85 см Длина рукава - 59 см По спинке потайная молния - 50 см;42,44,46,48;черный;джерси;299;818;14;https://niko-opt.com/platya/1986-plate-valencia-pl-1621b.html;http://niko-opt.com/7002-large_default/plate-valencia-pl-1621b.jpg,;
PL-1621C;Платье "Valencia" PL-1621C;Платья;Длина платья - 85 см Длина рукава - 59 см По спинке потайная молния - 50 см;42,44,46,48;электрик;джерси;299;818;14;https://niko-opt.com/platya/1985-plate-valencia-pl-1621c.html;http://niko-opt.com/6999-large_default/plate-valencia-pl-1621c.jpg,http://niko-opt.com/7000-large_default/plate-valencia-pl-1621c.jpg;
PL-1599A;Платье "Valerie" PL-1599A;Платья;Длина платья по спинке - 80 смДлина рукава - 61 смПо спинке молния 50 см;42,44,46,48,50,52;черный;джерси, гипюр;286;785;13.43;https://niko-opt.com/platya/1898-plate-valerie-pl-1599a.html;http://niko-opt.com/6800-large_default/plate-valerie-pl-1599a.jpg,http://niko-opt.com/6801-large_default/plate-valerie-pl-1599a.jpg;
PL-1599B;Платье "Valerie" PL-1599B;Платья;Длина платья по спинке - 80 смДлина рукава - 61 смПо спинке молния 50 см;42,44,46,48;красный;джерси, гипюр;286;785;13.43;https://niko-opt.com/platya/1896-plate-valerie-pl-1599b.html;http://niko-opt.com/6793-large_default/plate-valerie-pl-1599b.jpg,http://niko-opt.com/6795-large_default/plate-valerie-pl-1599b.jpg;
PL-1599C;Платье "Valerie" PL-1599C;Платья;Длина платья по спинке - 80 смДлина рукава - 61 смПо спинке молния 50 см;42,44,46,48,50,52;электрик;джерси, гипюр;286;785;13.43;https://niko-opt.com/platya/1897-plate-valerie-pl-1599c.html;http://niko-opt.com/6797-large_default/plate-valerie-pl-1599c.jpg,http://niko-opt.com/6798-large_default/plate-valerie-pl-1599c.jpg;
PL-1522A;Платье "Violet" PL-1522A;Платья;Длина по спинке - 88 смДлина рукава - 44 см;44,46,48;электрик;экозамша;398;1065;18.3;https://niko-opt.com/platya/1653-plate-violet-pl-1522a.html;http://niko-opt.com/5808-large_default/plate-violet-pl-1522a.jpg,http://niko-opt.com/5810-large_default/plate-violet-pl-1522a.jpg;
PL-1522B;Платье "Violet" PL-1522B;Платья;Длина по спинке - 88 смДлина рукава - 44 см;42,44,46,48;персик;экозамша;398;1065;18.3;https://niko-opt.com/platya/1654-plate-violet-pl-1522b.html;http://niko-opt.com/5811-large_default/plate-violet-pl-1522b.jpg,http://niko-opt.com/5813-large_default/plate-violet-pl-1522b.jpg,http://niko-opt.com/5814-large_default/plate-violet-pl-1522b.jpg;
PL-1522C;Платье "Violet" PL-1522C;Платья;Длина по спинке - 88 смДлина рукава - 44 см;46,48;голубой;экозамша;398;1065;18.3;https://niko-opt.com/platya/1655-plate-violet-pl-1522c.html;http://niko-opt.com/5816-large_default/plate-violet-pl-1522c.jpg,http://niko-opt.com/5817-large_default/plate-violet-pl-1522c.jpg;
PL-1522D;Платье "Violet" PL-1522D;Платья;Длина по спинке - 88 смДлина рукава - 44 см;42,44,46,48;красный;экозамша;398;1065;18.3;https://niko-opt.com/platya/1656-plate-violet-pl-1522d.html;http://niko-opt.com/5819-large_default/plate-violet-pl-1522d.jpg,http://niko-opt.com/5820-large_default/plate-violet-pl-1522d.jpg;
PL-1522E;Платье "Violet" PL-1522E;Платья;Длина по спинке - 88 смДлина рукава - 44 см;42,44,46,48;черный;экозамша;398;1065;18.3;https://niko-opt.com/platya/1856-plate-violet-pl-1522e.html;http://niko-opt.com/6554-large_default/plate-violet-pl-1522e.jpg,;
PL-1451A;Платье "Viva" PL-1451A;Платья;Длина по спинке - 97 смДлина по переду - 74 смДлина рукава - 45 см;42,44,46,48;красный;креп-шифон;195;558;9.48;https://niko-opt.com/platya/1519-plate-viva-pl-1451a.html;http://niko-opt.com/5494-large_default/plate-viva-pl-1451a.jpg,;
PL-1451B;Платье "Viva" PL-1451B;Платья;Длина по спинке - 97 смДлина по переду - 74 смДлина рукава - 45 см;42,44,46,48;электрик;креп-шифон;195;558;9.48;https://niko-opt.com/platya/1520-plate-viva-pl-1451b.html;http://niko-opt.com/5496-large_default/plate-viva-pl-1451b.jpg,;
PL-1451C;Платье "Viva" PL-1451C;Платья;Длина по спинке - 97 смДлина по переду - 74 смДлина рукава - 45 см;42,44,46,48;розовый;креп-шифон;195;558;9.48;https://niko-opt.com/platya/1521-plate-viva-pl-1451c.html;http://niko-opt.com/5498-large_default/plate-viva-pl-1451c.jpg,;
PL-1451D;Платье "Viva" PL-1451D;Платья;Длина по спинке - 97 смДлина по переду - 74 смДлина рукава - 45 см;42,44,46,48;бордовый;креп-шифон;195;558;9.48;https://niko-opt.com/platya/1522-plate-viva-pl-1451d.html;http://niko-opt.com/5500-large_default/plate-viva-pl-1451d.jpg,;
PL-1451E;Платье "Viva" PL-1451E;Платья;Длина по спинке - 97 смДлина по переду - 74 смДлина рукава - 45 см;42,44,46,48;изумрудный;креп-шифон;195;558;9.48;https://niko-opt.com/platya/1523-plate-viva-pl-1451e.html;http://niko-opt.com/5502-large_default/plate-viva-pl-1451e.jpg,;
PL-1347A;Платье "Бант" PL-1347A;Платья;Длина платья: 78 см;42,44,46,48;черный, белый;;245;683;11.65;https://niko-opt.com/platya/1385-plate-bant-pl-1347a.html;http://niko-opt.com/5199-large_default/plate-bant-pl-1347a.jpg,;
PL-1347B;Платье "Бант" PL-1347B;Платья;Длина платья: 78 см;42,44,48;голубой, белый;;245;683;11.65;https://niko-opt.com/platya/1387-plate-bant-pl-1347b.html;http://niko-opt.com/5203-large_default/plate-bant-pl-1347b.jpg,;
PL-1347C;Платье "Бант" PL-1347C;Платья;Длина платья: 78 см;48;розовый, белый;хлопок;245;683;11.65;https://niko-opt.com/platya/1386-plate-bant-pl-1347c.html;http://niko-opt.com/5200-large_default/plate-bant-pl-1347c.jpg,;
PL-1357A;Платье "Бусинка" PL-1357A;Платья;Изысканное платье "Бусинка" цвета электрик подчеркнет вашу талию и придаст образу утонченности. Модель выполнена из необычного материала — кукуруза. Эта ткань обладает уникальными свойствами: сохраняет тепло, лучше любых других тканей впитывает влагу и очень быстро сохнет, мягкая и приятная телу. Модель платья — полу-приталенное, воротник-стойка со встречной складкой, украшена аксессуаром в виде ожерелья с черными капельками. Надев это платье, вы затмите всех!Длина изделия по спинке: 87 смДлина рукава: 39 см*Возможно изменение фурнитуры;42,44,46,48,50,52;электрик;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/947-plate-businka-pl-1357a.html;http://niko-opt.com/4074-large_default/plate-businka-pl-1357a.jpg,http://niko-opt.com/4075-large_default/plate-businka-pl-1357a.jpg;
PL-1357B;Платье "Бусинка" PL-1357B;Платья;Изысканное женское платье "Бусинка" способно подчеркнуть все достоинства фигуры, при этом максимально скрывая ее недостатки. Уникальный вид ткани, кукуруза, который использовался при пошиве платья, способен сохранять тепло, быстро и легко впитывать влагу и также быстро сохнет. Несмотря на то, что это синтетическая ткань, она гипоаллергенна. Воротник платья — стойка со встречной складкой, украшен цепочкой с капельками разного размера черного цвета. Мы заботимся о качестве, и создаем модели, думая о вас!Длина изделия по спинке: 87 смДлина рукава: 39 см*Возможно изменение фурнитуры;42,44,46,48,50,52;черный;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/948-plate-businka-pl-1357b.html;http://niko-opt.com/4077-large_default/plate-businka-pl-1357b.jpg,http://niko-opt.com/4078-large_default/plate-businka-pl-1357b.jpg;
PL-1357C;Платье "Бусинка" PL-1357C;Платья;Яркое и обворожительное платье "Бусинка" не оставит равнодушным ни одну девушку! Создавая модель, мы были нацелены на его универсальность, поэтому оно предназначено как для теплой осени, так и для холодной зимы. Ткань, из которой пошито платье "Бусинка" — кукуруза, несмотря на свой синтетический состав, она позволяет телу дышать, сохраняет при этом тепло. Кроме того, материал не поддается воздействию солнца и не выстирывается, так как имеет особенность сохранять красящие вещества. Стиль и совершенство в одной модели!Длина изделия по спинке: 87 смДлина рукава: 39 см*Возможно изменение фурнитуры;42,44,46,48,50,52;красный;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/949-plate-businka-pl-1357c.html;http://niko-opt.com/4080-large_default/plate-businka-pl-1357c.jpg,http://niko-opt.com/4081-large_default/plate-businka-pl-1357c.jpg;
PL-1357D;Платье "Бусинка" PL-1357D;Платья;Чарующие платье "Бусинка" покорит своей простотой и стилем даже самых переборчивых модниц. Глубокий темно-синий цвет подойдет к любому цвету глаз, лишь сделав его темнее, а сами глаза выразительнее. Ткань, которую мы использовали при пошиве платья "Бусинка" — кукуруза, производящаяся именно из кукурузного крахмала. Она эластичная и износостойкая, мягкая на ощупь, а главное, отлично сохраняет тепло и согревает ваше телу в холодную погоду. Воротник-стойка со встречной складкой, он абсолютно не мешает горлу и не облегает его, а аксессуар в виде цепочки лишь дополняет простоту платья.Длина изделия по спинке: 87 смДлина рукава: 39 см*Возможно изменение фурнитуры;42,44,46,48,50,52;темно-синий;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/950-plate-businka-pl-1357d.html;http://niko-opt.com/4083-large_default/plate-businka-pl-1357d.jpg,http://niko-opt.com/4084-large_default/plate-businka-pl-1357d.jpg;
PL-1357E;Платье "Бусинка" PL-1357E;Платья;Обворожительное и элегантное платье "Бусинка" — будущий предмет зависти ваших подруг! Модель выполнена в полу-приталенном стиле с воротником-стойкой со встречной складкой, горловина дополнена аксессуаром в виде цепочки-ожерелья с черными капельками. Ткань, использованная при пошиве платья — кукуруза, главное ее свойство теплопроводность. Она отлично согревает в холодный день, но не создает парниковый эффект, а также одна из немногих тканей, которая моментально впитывает влагу и также быстро ее испаряет. Если вам необходима обновка — пора покупать платье "Бусинка" на Нико-Опт.Длина изделия по спинке: 87 смДлина рукава: 39 см*Возможно изменение фурнитуры;50,52,44,42,46,48;бежевый;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/951-plate-businka-pl-1357e.html;http://niko-opt.com/4978-large_default/plate-businka-pl-1357e.jpg,http://niko-opt.com/4977-large_default/plate-businka-pl-1357e.jpg;
PL-1357G;Платье "Бусинка" PL-1357G;Платья;Длина изделия по спинке: 87 смДлина рукава: 39 см;42;голубой;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/1367-plate-businka-pl-1357g.html;http://niko-opt.com/5121-large_default/plate-businka-pl-1357g.jpg,;
PL-1357H;Платье "Бусинка" PL-1357H;Платья;Длина изделия по спинке: 87 смДлина рукава: 39 см;42,44;сиреневый;трикотаж "кукуруза";225;633;10.78;https://niko-opt.com/platya/1368-plate-businka-pl-1357h.html;http://niko-opt.com/5123-large_default/plate-businka-pl-1357h.jpg,;
PL-1517A;Платье "Трикси" PL-1517A;Платья;Длина по спинке - 100 смДлина рукава - 63 см;42,44,46,48;марсала;французский трикотаж;309;843;14.43;https://niko-opt.com/platya/1630-plate-triksi-pl-1517a.html;http://niko-opt.com/5746-large_default/plate-triksi-pl-1517a.jpg,http://niko-opt.com/5747-large_default/plate-triksi-pl-1517a.jpg;
PL-1517B;Платье "Трикси" PL-1517B;Платья;Длина по спинке - 100 смДлина рукава - 63 см;42,44,46,48;электрик;французский трикотаж;309;843;14.43;https://niko-opt.com/platya/1631-plate-triksi-pl-1517b.html;http://niko-opt.com/5749-large_default/plate-triksi-pl-1517b.jpg,http://niko-opt.com/5750-large_default/plate-triksi-pl-1517b.jpg,http://niko-opt.com/5751-large_default/plate-triksi-pl-1517b.jpg;
PL-1517C;Платье "Трикси" PL-1517C;Платья;Длина по спинке - 100 смДлина рукава - 63 см;42,44,46,48;темно-зеленый;французский трикотаж;309;843;14.43;https://niko-opt.com/platya/1632-plate-triksi-pl-1517c.html;http://niko-opt.com/5753-large_default/plate-triksi-pl-1517c.jpg,http://niko-opt.com/5754-large_default/plate-triksi-pl-1517c.jpg,http://niko-opt.com/5755-large_default/plate-triksi-pl-1517c.jpg;
VPD0001;Платье длинное "LOLO" VPD0001;Платья вязаные;Шикарное длинное вязаное платье "LOLO" подчеркнет все достоинства вашей фигуры и умело скроет ее недостатки. Модель выполнена из пряжи, в составе которой хлопок и акрил в одинаковых пропорциях. Такое сочетание не позволит краскам потерять свой цвет, сохранится структура пряжи после многочисленной носки и стирок, платье не сядет, не вытянется и останется таким же элегантным, как в день покупки. В нем тепло и уютно, оно отлично хранит тепло, не позволяя телу вспотеть, а кокетливый разрез сбоку позволит продемонстрировать очаровательную ножку!Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;темно-синий;;460;1220;21;https://niko-opt.com/platya-vyazanye/1100-plate-dlinnoe-lolo-vpd0001.html;http://niko-opt.com/4496-large_default/plate-dlinnoe-lolo-vpd0001.jpg,;
VPD0003;Платье длинное "LOLO" VPD0003;Платья вязаные;В осеннюю прохладную погоду теплое вязаное платье "LOLO" идеально подойдет стильной и обворожительной девушке. Модный цвет марсала идеально сочетается с любым типом кожи, лишь подчеркивая цвет лица. Рукава длинные, стянуты резинкой рибана, внизу сбоку разрез, чтобы явить миру вашу стройную ножку. Сочетание акрила с хлопком в пряже позволяет сохранить яркость цвета, а нитям остаться такими же прочными и стойкими. В платье "LOLO" тепло, комфортно и уютно, а это именно то, чего хочет девушка в холодную осень!;42-48;марсала;;460;1220;21;https://niko-opt.com/platya-vyazanye/1102-plate-dlinnoe-lolo-vpd0003.html;http://niko-opt.com/4532-large_default/plate-dlinnoe-lolo-vpd0003.jpg,;
VPD0004;Платье длинное "LOLO" VPD0004;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;коричнево-зеленый;;460;1220;21;https://niko-opt.com/platya-vyazanye/1103-plate-dlinnoe-lolo-vpd0004.html;http://niko-opt.com/4502-large_default/plate-dlinnoe-lolo-vpd0004.jpg,;
VPD0005;Платье длинное "LOLO" VPD0005;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;графит;;460;1220;21;https://niko-opt.com/platya-vyazanye/1104-plate-dlinnoe-lolo-vpd0005.html;http://niko-opt.com/4504-large_default/plate-dlinnoe-lolo-vpd0005.jpg,;
VPD0006;Платье длинное "LOLO" VPD0006;Платья вязаные;Измеренная длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;темно-розовый;;460;1220;21;https://niko-opt.com/platya-vyazanye/1105-plate-dlinnoe-lolo-vpd0006.html;http://niko-opt.com/4534-large_default/plate-dlinnoe-lolo-vpd0006.jpg,;
VPD0007;Платье длинное "LOLO" VPD0007;Платья вязаные;;42-48;черный;;460;1220;21;https://niko-opt.com/platya-vyazanye/1106-plate-dlinnoe-lolo-vpd0007.html;http://niko-opt.com/4508-large_default/plate-dlinnoe-lolo-vpd0007.jpg,;
VPD0008;Платье длинное "LOLO" VPD0008;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;темный джинс;;460;1220;21;https://niko-opt.com/platya-vyazanye/1107-plate-dlinnoe-lolo-vpd0008.html;http://niko-opt.com/4510-large_default/plate-dlinnoe-lolo-vpd0008.jpg,;
VPD0009;Платье длинное "LOLO" VPD0009;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;голубой;;460;1220;21;https://niko-opt.com/platya-vyazanye/1108-plate-dlinnoe-lolo-vpd0009.html;http://niko-opt.com/4512-large_default/plate-dlinnoe-lolo-vpd0009.jpg,;
VPD0010;Платье длинное "LOLO" VPD0010;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;красный;;460;1220;21;https://niko-opt.com/platya-vyazanye/1109-plate-dlinnoe-lolo-vpd0010.html;http://niko-opt.com/4514-large_default/plate-dlinnoe-lolo-vpd0010.jpg,;
VPD0012;Платье длинное "LOLO" VPD0012;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;горчичный;;460;1220;21;https://niko-opt.com/platya-vyazanye/1111-plate-dlinnoe-lolo-vpd0012.html;http://niko-opt.com/4518-large_default/plate-dlinnoe-lolo-vpd0012.jpg,;
VPD0013;Платье длинное "LOLO" VPD0013;Платья вязаные;Длина платья по спинке: 112-118 смРукав по внутреннему шву: 52 смРукав по внешнему шву: 62 см;42-48;светло-серый;;460;1220;21;https://niko-opt.com/platya-vyazanye/1112-plate-dlinnoe-lolo-vpd0013.html;http://niko-opt.com/4520-large_default/plate-dlinnoe-lolo-vpd0013.jpg,;
